Taxon,Species,Genus,Family,Museum Number,Locality,Continent,Country,lat,lng,Latlng_Precision,Group,Formation,Member,Formation_Notes,Age,max_stage,min_stage,Original Order,Finalised_lith,Lithology,Finalised_grainsize,Grain Size,Specimen Info. I eventually stopped recording this.,Publication. I also eventually stopped recording this.,Notes,Preservational State/Notes,More Notes,Strat Citation,,Subperiod,Preservation Score,Description,Period,x,Museum,Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenticidaris utahensis,utahensis,Lenticidaris,Triadotiaridae,S5089b,"9 MI SW of St. George, Utah",North America,USA,37.001342,-113.626638,Minutes,Moenkopi Group,Virgin Limestone Formation,,"Virgin Limestone Member, Lower part of Moenkopi Group",Olenekian,Olenekian,Olenekian,2632,Carbonate,Carbonate,Mudstone,mudstone,,,,,,,,,5,"(ambulacra, interambulacral plates, spines + aristitoles lantern)",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenticidaris utahensis,utahensis,Lenticidaris,Triadotiaridae,S5089c,"9 MI SW of St. George, Utah",North America,USA,37.001342,-113.626638,Minutes,Moenkopi Group,Virgin Limestone Formation,,"Virgin Limestone Member, Lower part of Moenkopi Group",Olenekian,Olenekian,Olenekian,2633,Carbonate,Carbonate,Mudstone,mudstone,,,,,,,,,5,"(ambulacra, interambulacral plates, spines + aristitoles lantern)",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenticidaris utahensis,utahensis,Lenticidaris,Triadotiaridae,S5089d,"9 MI SW of St. George, Utah",North America,USA,37.001342,-113.626638,Minutes,Moenkopi Group,Virgin Limestone Formation,,"Virgin Limestone Member, Lower part of Moenkopi Group",Olenekian,Olenekian,Olenekian,2634,Carbonate,Carbonate,Mudstone,mudstone,,,,,,,,,5,"(ambulacra, interambulacral plates, spines + aristitoles lantern)",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenticidaris utahensis,utahensis,Lenticidaris,Triadotiaridae,S5089e,"9 MI SW of St. George, Utah",North America,USA,37.001342,-113.626638,Minutes,Moenkopi Group,Virgin Limestone Formation,,"Virgin Limestone Member, Lower part of Moenkopi Group",Olenekian,Olenekian,Olenekian,2635,Carbonate,Carbonate,Mudstone,mudstone,,,,,,,,,3,"(ambulacra, interambulacral plates, spines + aristitoles lantern)",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenticidaris utahensis,utahensis,Lenticidaris,Triadotiaridae,S5089f,"9 MI SW of St. George, Utah",North America,USA,37.001342,-113.626638,Minutes,Moenkopi Group,Virgin Limestone Formation,,"Virgin Limestone Member, Lower part of Moenkopi Group",Olenekian,Olenekian,Olenekian,2636,Carbonate,Carbonate,Mudstone,mudstone,,,,,,,,,3,"(ambulacra, interambulacral plates, spines + aristitoles lantern)",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenticidaris utahensis,utahensis,Lenticidaris,Triadotiaridae,S5089g,"9 MI SW of St. George, Utah",North America,USA,37.001342,-113.626638,Minutes,Moenkopi Group,Virgin Limestone Formation,,"Virgin Limestone Member, Lower part of Moenkopi Group",Olenekian,Olenekian,Olenekian,2637,Carbonate,Carbonate,Mudstone,mudstone,,,,,,,,,3,"(ambulacra, interambulacral plates, spines + aristitoles lantern)",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenticidaris utahensis,utahensis,Lenticidaris,Triadotiaridae,S5089h,"9 MI SW of St. George, Utah",North America,USA,37.001342,-113.626638,Minutes,Moenkopi Group,Virgin Limestone Formation,,"Virgin Limestone Member, Lower part of Moenkopi Group",Olenekian,Olenekian,Olenekian,2638,Carbonate,Carbonate,Mudstone,mudstone,,,,,,,,,3,"(ambulacra, interambulacral plates, spines + aristitoles lantern)",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenticidaris utahensis,utahensis,Lenticidaris,Triadotiaridae,S5089i,"9 MI SW of St. George, Utah",North America,USA,37.001342,-113.626638,Minutes,Moenkopi Group,Virgin Limestone Formation,,"Virgin Limestone Member, Lower part of Moenkopi Group",Olenekian,Olenekian,Olenekian,2639,Carbonate,Carbonate,Mudstone,mudstone,,,,,,,,,3,"(ambulacra, interambulacral plates, spines + aristitoles lantern)",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenticidaris utahensis,utahensis,Lenticidaris,Triadotiaridae,S5089j,"9 MI SW of St. George, Utah",North America,USA,37.001342,-113.626638,Minutes,Moenkopi Group,Virgin Limestone Formation,,"Virgin Limestone Member, Lower part of Moenkopi Group",Olenekian,Olenekian,Olenekian,2640,Carbonate,Carbonate,Mudstone,mudstone,,,,,,,,,3,"(ambulacra, interambulacral plates, spines + aristitoles lantern)",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenticidaris utahensis,utahensis,Lenticidaris,Triadotiaridae,S5445  ,"9 MI SW of St. George, Utah",North America,USA,37.001342,-113.626638,Minutes,Moenkopi Group,Virgin Limestone Formation,,"Virgin Limestone Member, Lower part of Moenkopi Group",Olenekian,Olenekian,Olenekian,2641,Carbonate,Carbonate,Mudstone,mudstone,,,,,,,,,5,"(ambulacra, interambulacral plates, spines + hemipyramids/teeth)",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenticidaris utahensis,utahensis,Lenticidaris,Triadotiaridae,247926,"9 MI SW of St. George, Utah",North America,USA,37.001342,-113.626638,Minutes,Moenkopi Group,Virgin Limestone Formation,,"Virgin Limestone Member, Lower part of Moenkopi Group",Olenekian,Olenekian,Olenekian,2642,Carbonate,Carbonate,Mudstone,mudstone,,,,,,,,,5,"(ambulacra, interambulacral plates, spines + hemipyramids/teeth)",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenticidaris utahensis,utahensis,Lenticidaris,Triadotiaridae,S5093,"9 MI SW of St. George, Utah",North America,USA,37.001342,-113.626638,Minutes,Moenkopi Group,Virgin Limestone Formation,,"Virgin Limestone Member, Lower part of Moenkopi Group",Olenekian,Olenekian,Olenekian,2643,Carbonate,Carbonate,Mudstone,mudstone,,,,,,,,,5,"(ambulacra, interambulacral plates + spines, apical system)",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenticidaris utahensis,utahensis,Lenticidaris,Triadotiaridae,S5092,"9 MI SW of St. George, Utah",North America,USA,37.001342,-113.626638,Minutes,Moenkopi Group,Virgin Limestone Formation,,"Virgin Limestone Member, Lower part of Moenkopi Group",Olenekian,Olenekian,Olenekian,2644,Carbonate,Carbonate,Mudstone,mudstone,,,,,,,,,5,"(ambulacra, interambulacral plates + spines, apical system)",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenticidaris utahensis,utahensis,Lenticidaris,Triadotiaridae,S5090,"9 MI SW of St. George, Utah",North America,USA,37.001342,-113.626638,Minutes,Moenkopi Group,Virgin Limestone Formation,,"Virgin Limestone Member, Lower part of Moenkopi Group",Olenekian,Olenekian,Olenekian,2645,Carbonate,Carbonate,Mudstone,mudstone,,,,,,,,,5,"(ambulacra, interambulacral plates + spines)",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenticidaris utahensis,utahensis,Lenticidaris,Triadotiaridae,186204,"9 MI SW of St. George, Utah",North America,USA,37.001342,-113.626638,Minutes,Moenkopi Group,Virgin Limestone Formation,,"Virgin Limestone Member, Lower part of Moenkopi Group",Olenekian,Olenekian,Olenekian,2646,Carbonate,Carbonate,Mudstone,mudstone,,,,,,,,,3,hemipyramids,Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenticidaris utahensis,utahensis,Lenticidaris,Triadotiaridae,S5094,"9 MI SW of St. George, Utah",North America,USA,37.001342,-113.626638,Minutes,Moenkopi Group,Virgin Limestone Formation,,"Virgin Limestone Member, Lower part of Moenkopi Group",Olenekian,Olenekian,Olenekian,2647,Carbonate,Carbonate,Mudstone,mudstone,,,,,,,,,3, + hemipyramids),Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenticidaris utahensis,utahensis,Lenticidaris,Triadotiaridae,S5091,"9 MI SW of St. George, Utah",North America,USA,37.001342,-113.626638,Minutes,Moenkopi Group,Virgin Limestone Formation,,"Virgin Limestone Member, Lower part of Moenkopi Group",Olenekian,Olenekian,Olenekian,2648,Carbonate,Carbonate,Mudstone,mudstone,,,,,,,,,2,spines,Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lovenechinus sp.,sp.,Lovenechinus,Palaechinidae,AMNH 38607,"Joplin, Missouri",North America,USA,37.077989,-94.513703,Minutes,,,,?,,,,741,Carbonate,Carbonate,,,,,"Chitwood Hollow, Joplin Missouri",Chert,,?,,?,4,Ambs+Interambs,Mississippian/Pennsylvanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lovenechinus missouriensis,missouriensis,Lovenechinus,Palaechinidae,USNM 3843,"Joplin, Missouri",North America,USA,37.077989,-94.513703,Minutes,,Keokuk Limestone,,Keokuk Limestone,Visean,Visean,Visean,1264,Carbonate,Carbonate,,?,,,,,,"Lane and Brenckle, 2005",,Mississippian,4,Ambulacra and Interambulacra,Mississippian,,Smithsonian National Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lovenechinus sp.,sp.,Lovenechinus,Palaechinidae,USNM  488779,"Joplin, Missouri",North America,USA,37.077989,-94.513703,Minutes,,Keokuk Limestone,,Keokuk Limestone,Visean,Visean,Visean,1326,Siliciclastic,Siliciclastic,Chert,Chert,,,"Loc 1100, Mine Dump, NW 1/4, Sec. 34, T28N, R33W, near Joplin Missouri",,,"Lane and Brenckle, 2005",,Mississippian,4,"ambs, interambs",Mississippian,,Smithsonian National Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris sp.,sp.,Archaeocidaris,Archaeocidaridae,USNM S 3835,"Eddyville, Ky.",North America,USA,37.083498,-88.080304,Minutes,,St. Louis Limestone,,St. Louis Limestone,Visean,Visean,Visean,1172,Carbonate,Carbonate,Packstone,Packstone,Catalogued as A. wortheni,,,,,"Lane and Brenckle, 2005",,Mississippian,2,( interambulacral plates + spines),Mississippian,,Smithsonian National Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris sp.,sp.,Archaeocidaris,Archaeocidaridae,USNM 42372,"Princeton, Ky",North America,USA,37.114509,-87.889181,Minutes,,St. Louis Limestone,,St. Louis Limestone,Visean,Visean,Visean,1171,,?,,?,,,,,,,,Mississippian,1,( interambulacral plates + spines),Mississippian,,Smithsonian National Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lepidesthes sp.,sp.,Lepidesthes,Lepidesthidae,USNM 609805,"Russell Creek Buildup, NW of Lake Cumberland",North America,USA,37.119168,-85.393759,Seconds,,Fort Payne Formation,,Fort Payne Formation,Visean,Visean,Visean,2500,Carbonate,Carbonate,Mudstone,mudstone,,,,,,"Thompson and Ausich, 2016",,Mississippian,2,"ambs, interambs, lantern, teeth",Mississippian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris sp.,sp.,Archaeocidaris,Archaeocidaridae,Cat 103629,Hooser Kansas,North America,USA,37.134634,-96.626447,Minutes,,,,Permian,,,,2133,Carbonate,Carbonate,Wackestone,Wackestone,,,,,,,,-,2,spines and interambs,Permian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lovenechinus mutatus,mutatus,Lovenechinus,Palaechinidae,USNM 488782,"Loc 58, 59, Dump of Homestead Mine, NE 1/4, sec. 20 T28N, R32W near Carterville, Missouri",North America,USA,37.138524,-94.43336,Seconds,,Keokuk Limestone,,Keokuk Limestone,Visean,Visean,Visean,1327,Carbonate,Carbonate,Packstone,Packstone,,,Chert,,,"Lane and Brenckle, 2005",,Mississippian,3,(ambulacra + intermbulacral plates),Mississippian,,Smithsonian National Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidarid indet. (Marked keokuk),?,?,Archaeocidaridae,?,"Webb City, Missouri",North America,USA,37.139766,-94.464653,Minutes,,Boone Formation,,Boone Formation,Visean,Visean,Visean,443,,?,,?,,,Boone Group,,,"Godwin, 2017",,Mississippian,1,(interambulacral plates + spines),Mississippian,x,NATIONAL MUSEUM OF SCOTLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidarid indet. (Marked keokuk),?,?,Archaeocidaridae,1964.30.139,"Webb City, Missouri",North America,USA,37.139766,-94.464653,Minutes,,Boone Formation,,Boone Formation,Visean,Visean,Visean,447,,?,,?,,,Boone Group,,,"Godwin, 2017",,Mississippian,1,(interambulacral plate + spines),Mississippian,x,NATIONAL MUSEUM OF SCOTLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidarid Indet. (marked agassizi),?,?,Archaeocidaridae,1911.5.3116-8,"Webb City, Missouri",North America,USA,37.139766,-94.464653,Minutes,,Burlington Limestone,,Burlington Limestone,Tournaisian,Tournaisian,Tournaisian,469,,?,,?,,,,,,"Heckel, 2005",,Mississippian,1,(interambulacral plates + spines),Mississippian,x,NATIONAL MUSEUM OF SCOTLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lovenechinus missouriensis,missouriensis,Lovenechinus,Palaechinidae,YPR 24780,"Webb City, Missouri",North America,USA,37.139766,-94.464653,Minutes,,Burlington Limestone,,Burlington Limestone,Tournaisian,Tournaisian,Tournaisian,753,Carbonate,Carbonate,,?,"Hypotype Jackson, 1912",,"Burlington Formation, Lithology was, ""Siliciclastic (Chert?)""",,,"Heckel, 2005",,Mississippian,4,"ambs, interambs, apical system",Mississippian,,Yale Peabody Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lovenechinus mutatus,mutatus,Lovenechinus,Palaechinidae,USNM 1341,"Webb City, Missouri",North America,USA,37.139766,-94.464653,Minutes,,Keokuk Limestone,,Keokuk Limestone,Visean,Visean,Visean,1298,Siliciclastic,Siliciclastic,Chert,Chert,,,"Webb City, Missouri. Id'd as Oligoporus but actually is Lovenechinus",,,"Lane and Brenckle, 2005",,Mississippian,3,(ambulacra + intermbulacral plates),Mississippian,,Smithsonian National Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lovenechinus missouriensis,missouriensis,Lovenechinus,Palaechinidae,BMNH E 10679,"Webb City, Missouri",North America,USA,37.139766,-94.464653,Minutes,,Burlington Limestone,,Burlington Limestone,Tournaisian,Tournaisian,Tournaisian,1581,Carbonate,Carbonate,,?,"Strat was, ""Burlington Group""",,"Originally Read ""Near Webb City, Missouri"", Lower Carboniferous Burlington Group",,,"Heckel, 2005",,Mississippian,4,,Mississippian,,"Natural History Museum, London",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
